SAMPLE_ID	FISH_ID	Bile_Nap	Bile_PHN	Bile_BaP	Bile_Sum_PAH	Liver_Sum_PAH	Liver_Sum_LMW	Liver_Sum_HMW	Naphthalene	C1_Naphthalene	C2_Naphthalene	C3_Naphthalene	C4_Naphthalene	Acenaphthylene	Acenaphthene	Fluorene	C1_Fluorene	C2_Fluorene	C3_Fluorene	C4_Fluorene	Dibenzothiophene	C1_Dibenzothiophene	C2_Dibenzothiophene	C3_Dibenzothiophene	C4_Dibenzothiophene	Phenanthrene	Anthracene	C1_Phenanthrene/Anthracene	C2_Phenanthrene/Anthracene	C3_Phenanthrene/Anthracene	C4_Phenanthrene/Anthracene	C5_Phenanthrene/Anthracene	Fluoranthene	Pyrene	C1_Fluoranthene/Pyrene	C2_Fluoranthene/pyrene	C3_Fluoranthene/Pyrene	C4_Fluoranthene/Pyrene	C5_Fluoranthene/Pyrene	Benzo[a]anthracene	Chrysene	C1_Benzo[a]anthracene/Chrysene	C2_Benzo[a]anthracene/Chrysene	C3_Benzo[a]anthracene/Chrysene	C4_Benz[a]anthracene/Chrysene	C5_Benz[a]anthracene/Chrysene	Benzo[b]fluoranthene	Benzo[k]fluoranthene	Benzo[e]pyrene	Benzo[a]pyrene	Perylene	Dibenz[a,h]anthracene	Indenopyrene	Benzo[ghi]perylene
BB-17-035	BB-17-035	102839.2862	30151.64098	1068.012	134058.9396	432.71	427.38	5.33	25.19	29.31	141.28	52.07	14.62	4.44	0.00	2.79	17.13	3.30	2.11	0.00	0.39	6.46	11.33	0.00	0.00	9.90	2.04	105.02	0.00	0.00	0.00	0.00	1.78	1.59	0.00	0.00	0.00	0.00	0.00	1.54	0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-036	BB-17-036	54142.02583	9951.951931	587.225	64681.20233	484.87	482.09	2.78	13.94	26.50	148.66	56.28	19.29	0.00	0.00	1.73	20.46	2.69	2.15	2.30	0.27	3.33	15.79	0.00	0.00	9.99	2.13	93.00	58.74	4.84	0.00	0.00	0.74	0.86	0.00	0.00	0.00	0.00	0.00	0.90	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-047	BB-17-047	64720.62335	11750.68191	985.925	77457.23047	3457.30	3451.53	5.77	11.44	107.88	898.30	135.88	163.28	4.40	0.00	2.34	192.61	34.17	20.96	3.33	0.26	19.57	208.02	0.00	0.00	17.40	23.06	1334.49	251.66	22.48	0.00	0.00	3.12	1.94	0.00	0.00	0.00	0.00	0.00	0.35	0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-109	BB-17-109	94120.84959	1509.620242	424.008	96054.47803	1044.84	1043.17	1.67	7.58	43.33	276.07	56.89	48.15	0.00	0.00	1.34	42.51	7.54	5.22	1.38	0.20	6.12	67.13	0.00	0.00	10.59	7.89	347.68	104.39	9.16	0.00	0.00	0.52	0.77	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-111	BB-17-111	19144.94582	9841.469383	264.704	29251.1187	1695.66	1693.17	2.49	10.22	69.26	453.80	96.41	87.65	5.17	0.00	1.73	81.27	14.42	8.90	3.01	0.29	8.75	114.20	0.00	0.00	17.19	12.55	546.42	146.23	15.70	0.00	0.00	1.00	0.45	0.00	0.00	0.00	0.00	0.00	0.65	0.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-112	BB-17-112	58298.93616	10439.55844	491.791	69230.28549	1464.64	1462.87	1.77	7.94	71.44	425.52	84.63	66.02	4.65	0.00	1.81	77.98	12.48	7.91	3.08	0.28	7.21	74.56	0.00	0.00	13.03	7.07	463.98	121.23	12.05	0.00	0.00	0.79	0.54	0.00	0.00	0.00	0.00	0.00	0.24	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-116	BB-17-116	72450.21058	14864.04168	892.940	88207.19213	3034.23	3030.29	3.94	8.04	98.26	755.67	127.31	147.24	5.10	0.00	2.38	153.59	28.57	18.70	4.33	0.20	15.50	217.87	0.00	0.00	13.74	24.47	1136.33	250.16	22.83	0.00	0.00	1.59	0.95	0.00	0.00	0.00	0.00	0.00	0.57	0.39	0.00	0.00	0.00	0.00	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-118	BB-17-118	53805.83886	15174.66201	2327.313	71307.81373	1837.17	1833.51	3.66	9.59	67.27	501.35	96.45	94.31	3.63	0.00	2.10	101.28	16.79	10.30	3.38	0.19	9.57	97.08	0.00	0.00	15.98	9.33	621.72	159.60	13.59	0.00	0.00	1.71	0.95	0.00	0.00	0.00	0.00	0.00	0.61	0.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-119	BB-17-119	42224.46438	10871.69372	155.497	53251.65485	3754.99	3746.23	8.76	9.80	125.57	944.88	160.63	201.14	0.00	0.00	3.63	227.60	40.21	21.14	5.59	0.49	21.56	192.07	0.00	0.00	31.51	21.30	1395.57	320.24	23.30	0.00	0.00	3.45	2.17	0.00	0.00	0.00	0.00	0.00	0.94	0.43	0.00	0.00	0.00	0.00	0.00	1.21	0.56	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-120	BB-17-120	52076.42833	7190.650468	121.299	59388.37782	1943.28	1937.08	6.20	4.80	67.71	530.36	93.71	91.86	4.17	0.00	2.41	100.51	19.60	10.87	2.85	0.29	11.78	81.56	0.00	0.00	16.37	8.89	708.47	166.12	14.75	0.00	0.00	2.93	1.97	0.00	0.00	0.00	0.00	0.00	1.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-121	BB-17-121	54412.74856	7353.776433	566.651	62333.1762	3299.81	3293.84	5.97	11.85	129.10	911.14	142.05	169.56	4.39	0.00	2.41	184.83	32.62	19.80	4.68	0.25	15.21	173.61	0.00	0.00	16.21	19.71	1188.90	247.72	19.80	0.00	0.00	2.56	2.53	0.00	0.00	0.00	0.00	0.00	0.56	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-123	BB-17-123	70403.91427	8676.223235	1944.784	81024.92104	2435.74	2432.47	3.27	13.75	86.82	665.18	108.23	112.48	5.23	0.00	1.84	127.36	23.37	14.75	3.88	0.21	9.37	104.89	0.00	0.00	11.24	11.65	903.94	213.03	15.25	0.00	0.00	1.02	0.81	0.00	0.00	0.00	0.00	0.00	0.42	0.32	0.00	0.00	0.00	0.00	0.00	0.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-272	BB-17-272	74967.9198	2767.551854	158.579	77894.05067	1528.02	1522.82	5.20	8.03	58.27	393.23	82.56	72.97	4.13	3.45	1.99	82.38	12.75	8.17	2.95	0.35	10.05	106.97	0.00	0.00	18.22	9.76	498.66	134.39	13.54	0.00	0.00	1.50	1.47	0.00	0.00	0.00	0.00	0.00	0.78	0.23	0.00	0.00	0.00	0.00	0.00	0.83	0.39	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-273	BB-17-273	64087.78779	6112.34374	139.314	70339.44555	901.01	895.86	5.15	8.05	36.02	233.89	59.93	44.93	2.54	0.00	2.39	42.65	7.14	4.32	2.16	0.46	8.08	59.15	0.00	0.00	18.76	5.93	266.96	85.01	7.49	0.00	0.00	2.21	1.80	0.00	0.00	0.00	0.00	0.00	0.84	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-274	BB-17-274	47491.8098	6299.042958	42.019	53832.87186	2736.12	2732.24	3.88	10.28	94.11	794.62	127.48	160.66	3.42	0.00	2.04	145.13	25.29	15.18	3.38	0.36	18.65	196.74	0.00	0.00	27.53	22.23	870.77	197.14	17.23	0.00	0.00	1.76	1.51	0.00	0.00	0.00	0.00	0.00	0.33	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-275	BB-17-275	36640.34279	6213.913602	141.288	42995.5445	2809.59	2804.91	4.68	10.27	93.52	798.33	125.48	144.47	4.70	0.00	2.12	167.80	29.89	16.41	4.16	0.25	16.41	149.15	0.00	0.00	21.32	15.93	965.09	220.69	18.92	0.00	0.00	2.42	1.24	0.00	0.00	0.00	0.00	0.00	0.59	0.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-277	BB-17-277	23052.93966	14916.52087	508.189	38477.64998	1784.45	1779.35	5.10	7.26	73.52	473.15	78.70	86.35	0.00	0.00	1.89	92.64	15.20	9.88	2.76	0.34	10.58	114.63	0.00	0.00	18.28	11.10	617.48	151.84	13.75	0.00	0.00	1.41	1.38	0.00	0.00	0.00	0.00	0.00	0.59	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.23
BB-17-316	BB-17-316	122325.1668	17883.3548	133.224	140341.7458	1132.85	1126.75	6.10	5.60	39.94	314.49	73.09	49.54	4.00	0.00	2.32	51.41	9.28	5.95	2.11	0.38	9.05	67.16	0.00	0.00	18.62	5.55	350.42	117.84	0.00	0.00	0.00	3.28	2.10	0.00	0.00	0.00	0.00	0.00	0.36	0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-320	BB-17-320	60847.35345	6254.246956	48.582	67150.1824	843.12	837.78	5.34	6.39	34.91	243.11	66.54	42.03	2.54	0.00	2.26	39.78	6.36	4.35	2.19	0.44	6.92	47.98	0.00	0.00	11.94	4.01	232.84	76.25	6.94	0.00	0.00	1.73	1.41	0.00	0.00	0.00	0.00	0.00	1.35	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-321	BB-17-321	193808.192	25502.66435	276.478	219587.3341	609.21	605.16	4.05	6.41	25.24	141.14	32.38	22.31	0.00	0.00	1.40	25.02	4.67	2.81	1.26	0.20	4.62	30.66	0.00	0.00	5.54	2.36	211.67	78.45	5.58	3.44	0.00	0.70	2.05	0.00	0.00	0.00	0.00	0.00	0.96	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-328	BB-17-328	126644.8968	31971.39923	3020.483	161636.7791	2122.44	2118.75	3.69	7.50	80.56	637.83	102.84	111.66	0.00	0.00	2.60	116.86	18.56	12.10	3.73	0.41	9.83	99.30	0.00	0.00	18.75	8.73	696.18	175.21	16.10	0.00	0.00	1.60	1.02	0.00	0.00	0.00	0.00	0.00	0.67	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-330	BB-17-330	212996.4894	10637.92122	31.283	223665.6933	1423.48	1406.95	16.53	46.13	103.48	335.38	173.52	61.67	8.74	0.00	10.54	38.23	5.79	0.00	0.00	1.94	10.12	39.37	0.00	0.00	45.12	6.30	216.37	282.84	21.41	0.00	0.00	4.99	3.20	0.00	0.00	0.00	0.00	0.00	3.04	0.00	0.00	0.00	0.00	0.00	0.00	3.67	1.63	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-493	BB-17-493	68780.2868	9671.382014	2963.443	81415.11133	2243.85	2238.58	5.27	6.32	89.58	560.96	108.32	118.29	3.67	0.00	2.18	128.29	20.25	12.49	4.22	0.39	10.44	132.62	0.00	0.00	20.57	10.60	765.89	213.78	29.72	0.00	0.00	1.42	1.35	0.00	0.00	0.00	0.00	0.00	0.46	0.30	0.00	0.00	0.00	0.00	0.00	1.21	0.53	0.00	0.00	0.00	0.00	0.00	0.00
811-001	CC-0811001	49776.51004	6023.67857	243.166	56043.35456	1405.98	1401.56	4.42	4.04	51.03	256.24	78.67	0.00	0.00	0.00	1.41	28.67	11.18	8.31	0.00	0.09	4.42	87.52	0.00	0.00	3.82	9.74	721.59	134.83	0.00	0.00	0.00	0.00	0.66	0.00	0.00	0.00	0.00	0.00	0.76	0.45	0.00	0.00	0.00	0.00	0.00	1.79	0.76	0.00	0.00	0.00	0.00	0.00	0.00
811-002	CC-0811002	31986.5494	19141.22383	648.652	51776.42511	1083.12	1077.92	5.20	4.18	45.98	214.07	70.28	0.00	0.00	0.00	1.25	21.21	7.99	6.70	0.00	0.10	5.35	37.71	0.00	0.00	1.74	4.62	563.20	93.54	0.00	0.00	0.00	0.00	1.56	0.00	0.00	0.00	0.00	0.00	0.57	0.30	0.00	0.00	0.00	0.00	0.00	1.70	0.00	0.00	1.07	0.00	0.00	0.00	0.00
811-003	CC-0811003	14237.12719	6713.390258	428.760	21379.27762	945.90	935.44	10.46	4.01	44.49	189.78	68.56	0.00	0.00	0.00	1.44	19.08	7.18	5.28	0.00	0.09	4.55	27.18	0.00	0.00	2.16	4.04	453.64	103.96	0.00	0.00	0.00	0.53	1.49	0.00	0.00	0.00	0.00	0.00	1.43	1.36	0.00	0.00	0.00	0.00	0.00	0.78	0.22	0.81	0.95	0.25	2.64	0.00	0.00
811-004	CC-0811004	7173.757464	8898.726163	75.761	16148.24504	1986.83	1980.80	6.03	5.03	51.02	329.54	75.85	0.00	0.00	0.00	1.45	44.94	15.55	11.24	0.00	0.09	7.49	80.34	0.00	0.00	3.68	10.13	1152.28	192.17	0.00	0.00	0.00	1.08	2.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.91	0.18	0.56	0.68	0.25	0.00	0.00	0.00
